codigo_a,codigo_b,recomendacion,confianza,razones,evidencia_faltante
00-01-7912-46,00-01-8938-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-8842-46,00-01-9600-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9197-46,00-01-9198-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9598-46,00-01-9599-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9615-46,00-01-9616-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9709-46,00-01-9710-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9788-46,00-01-9789-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-01-9816-46,00-01-9817-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-11-0011-46,00-11-9843-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-11-0016-46,00-11-0017-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-11-0019-46,00-11-0036-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-12-0170-46,00-12-0171-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-12-9100-46,00-12-9101-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-12-9758-46,00-12-9759-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-13-0024-46,00-13-0025-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-14-8729-46,00-14-8730-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-17-0011-46,00-17-9135-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-17-0023-46,00-17-0028-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-17-0023-46,00-17-9767-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-17-0028-46,00-17-9767-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0057-46,00-18-0058-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0064-46,00-18-0065-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0108-46,00-18-0109-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0154-46,00-18-0156-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0160-46,00-18-0258-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0161-46,00-18-0220-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-0211-46,00-18-0257-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-18-8898-46,00-18-8899-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-19-0029-46,00-19-0031-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
00-19-0063-46,00-19-0064-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
